-1	 2	 00	 -999	 0.000	 -999	 -10.000	 -999	 SetSpareAnalogOut0
-1	 2	 01	 -999	 0.000	 -999	 -10.000	 -999	 SetSpareAnalogOut1
-1	 2	 02	 -999	 0.000	 -999	 -10.000	 -999	 SetSpareAnalogOut2
-1	 2	 03	 -999	 0.000	 -999	 -10.000	 -999	 SetSpareAnalogOut3
-1	 2	 04	 -999	 0.000	 -999	 -10.000	 -999	 SetSpareAnalogOut4
-1	 2	 05	 -999	 0.000	 -999	 -10.000	 -999	 SetSpareAnalogOut5
-1	 2	 06	 -999	 0.000	 -999	 -10.000	 -999	 SetSpareAnalogOut6
-1	 2	 07	 -999	 0.000	 -999	 -10.000	 -999	 SetSpareAnalogOut7
-1	 2	 08	 -999	 0.000	 -999	 -10.000	 -999	 SetMOTCoilCurrent
-1	 2	 09	 -999	 0.000	 -999	 -10.000	 -999	 SetChillerSetpoint
-1	 2	 10	 -999	 0.000	 -999	 -10.000	 -999	 SetLatticePowerSetpoint
-1	 2	 11	 -999	 0.000	 -999	 -10.000	 -999	 SetPMTGain
-1	 2	 12	 -999	 0.000	 -999	 -10.000	 -999	 SetElectrodeAVoltage
-1	 2	 13	 -999	 0.000	 -999	 -10.000	 -999	 SetElectrodeBVoltage
-1	 2	 14	 -999	 0.000	 -999	 -10.000	 -999	 SetElectrodeCVoltage
-1	 2	 15	 -999	 0.000	 -999	 -10.000	 -999	 SetOvenVoltage
-1	 1	 96	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut0
-1	 1	 97	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut1
-1	 1	 98	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut2
-1	 1	 99	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut3
-1	 1	 100	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut4
-1	 1	 101	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut5
-1	 1	 102	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut6
-1	 1	 103	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut7
-1	 1	 104	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut8
-1	 1	 105	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut9
-1	 1	 106	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut10
-1	 1	 107	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut11
-1	 1	 108	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut12
-1	 1	 109	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut13
-1	 1	 110	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut14
-1	 1	 111	 -999	 0	 -999	  0	 -999	 SetSpareDigitalOut15
-1	 1	 32	 -999	 0	 -999	  0	 -999	 SetOscilloscopeTrigger
-1	 1	 33	 -999	 0	 -999	  0	 -999	 SetCameraTrigger0
-1	 1	 34	 -999	 5	 -999	  1	 -999	 SetCameraTrigger1
-1	 1	 35	 -999	 0	 -999	  0	 -999	 SetPMTTrigger
-1	 1	 36	 -999	 5	 -999	  1	 -999	 SetMOTCoilsToHelmholtz
-1	 1	 37	 -999	 0	 -999	  0	 -999	 SetElectrodeA
-1	 1	 38	 -999	 0	 -999	  0	 -999	 SetElectrodeB
-1	 1	 39	 -999	 0	 -999	  0	 -999	 SetElectrodeC
-1	 1	 40	 -999	 0	 -999	  0	 -999	 SetBiasX
-1	 1	 41	 -999	 0	 -999	  0	 -999	 SetBiasY
-1	 1	 42	 -999	 0	 -999	  0	 -999	 SetBiasZ
-1	 1	 43	 -999	 0	 -999	  0	 -999	 SetTorunCoilDriverD0
-1	 1	 44	 -999	 0	 -999	  0	 -999	 SetTorunCoilDriverD1
-1	 1	 45	 -999	 0	 -999	  0	 -999	 SetTorunCoilDriverD2
-1	 1	 46	 -999	 0	 -999	  0	 -999	 SetBlueDetectionShutter
-1	 1	 47	 -999	 0	 -999	  0	 -999	 SetBlueMOTShutter
-1	 1	 80	 -999	 0	 -999	  0	 -999	 SetZSShutter
-1	 1	 81	 -999	 0	 -999	  0	 -999	 SetRedMOTShutter
-1	 1	 82	 -999	 0	 -999	  0	 -999	 SetRedPumpShutter
-1	 1	 83	 -999	 0	 -999	  0	 -999	 SetRepumpShutter
-1	 1	 84	 -999	 0	 -999	  0	 -999	 SetPumpPolarization1Shutter
-1	 1	 85	 -999	 0	 -999	  0	 -999	 SetPumpPolarization2Shutter
-1	 1	 86	 -999	 0	 -999	  0	 -999	 SetCoarseSpectroscopyShutter
-1	 1	 87	 -999	 0	 -999	  0	 -999	 SetExtraClockShutter0
-1	 1	 88	 -999	 0	 -999	  0	 -999	 SetExtraClockShutter1
-1	 1	 89	 -999	 0	 -999	  0	 -999	 SetExtraClockShutter2
-1	 1	 90	 -999	 0	 -999	  0	 -999	 SetExtraClockShutter3
-1	 1	 91	 -999	 0	 -999	  0	 -999	 SetExtraClockShutter4
-1	 1	 92	 -999	 0	 -999	  0	 -999	 SetExtraClockShutter5
-1	 1	 93	 -999	 0	 -999	  0	 -999	 SetExtraClockShutter6
-1	 1	 94	 -999	 0	 -999	  0	 -999	 SetExtraClockShutter7
-1	 1	 48	 -999	 0	 -999	  0	 -999	 SetAdditionalShutter0
-1	 1	 49	 -999	 0	 -999	  0	 -999	 SetAdditionalShutter1
-1	 1	 50	 -999	 0	 -999	  0	 -999	 SetAdditionalShutter2
-1	 1	 51	 -999	 0	 -999	  0	 -999	 SetAdditionalShutter3
-1	 1	 52	 -999	 0	 -999	  0	 -999	 SetAdditionalShutter4
-1	 1	 53	 -999	 0	 -999	  0	 -999	 SetAdditionalShutter5
-1	 1	 54	 -999	 0	 -999	  0	 -999	 SetAdditionalShutter6
-1	 1	 55	 -999	 0	 -999	  0	 -999	 SetAdditionalShutter7
-1	 2	 10353	 -999	 100.000	 -999	 10.000	 -999	 SetIntensityUserIOTestDDSAD9854_0
-1	 2	 10368	 -999	 0.000	 -999	 0.000	 -999	 SetStartFrequencyTuningWordUserIOTestDDSAD9854_0
-1	 2	 10369	 -999	 0.000	 -999	 0.000	 -999	 SetStopFrequencyTuningWordUserIOTestDDSAD9854_0
-1	 2	 10352	 -999	 0.020	 -999	 0.020	 -999	 SetModulationFrequencyUserIOTestDDSAD9854_0
-1	 2	 10360	 -999	 0.000	 -999	 0.000	 -999	 SetFSKModeUserIOTestDDSAD9854_0
-1	 2	 10354	 -999	 1.000	 -999	 1.000	 -999	 SetRampRateClockUserIOTestDDSAD9854_0
-1	 1	 10355	 -999	 0	 -999	  0	 -999	 SetClearACC1UserIOTestDDSAD9854_0
-1	 1	 10361	 -999	 0	 -999	  0	 -999	 SetTriangleBitUserIOTestDDSAD9854_0
-1	 1	 10366	 -999	 0	 -999	  0	 -999	 SetFSKBitUserIOTestDDSAD9854_0
-1	 2	 10550	 -999	 77.000	 -999	 10.000	 -999	 SetFrequencyUserIOTestDDSAD9858_0
-1	 2	 10566	 -999	 -10.000	 -999	 -10.000	 -999	 SetAttenuationUserIOTestDDSAD9858_0
-1	 2	 11000	 -999	 100.000	 -999	 10.000	 -999	 SetFrequencyCh0UserIOTestDDSAD9958_0
-1	 2	 11002	 -999	 100.000	 -999	 10.000	 -999	 SetIntensityCh0UserIOTestDDSAD9958_0
-1	 2	 11004	 -999	 0.000	 -999	 0.000	 -999	 SetPhaseCh0UserIOTestDDSAD9958_0
-1	 2	 11001	 -999	 150.000	 -999	 10.000	 -999	 SetFrequencyCh1UserIOTestDDSAD9958_0
-1	 2	 11003	 -999	 100.000	 -999	 10.000	 -999	 SetIntensityCh1UserIOTestDDSAD9958_0
-1	 2	 11005	 -999	 0.000	 -999	 0.000	 -999	 SetPhaseCh1UserIOTestDDSAD9958_0
-1	 2	 10003	 -999	 0.000	 -999	 0.000	 -999	 SetIntensityCoarseSpectroscopyAOM
-1	 2	 10000	 -999	 80.000	 -999	 10.000	 -999	 SetStartFrequencyCoarseSpectroscopyAOM
-1	 2	 10001	 -999	 80.000	 -999	 10.000	 -999	 SetStopFrequencyCoarseSpectroscopyAOM
-1	 2	 10002	 -999	 0.000	 -999	 0.000	 -999	 SetModulationFrequencyCoarseSpectroscopyAOM
